href,quote,rating_num,title
https://movie.douban.com/subject/1292000/,邪恶与平庸蛰伏于同一个母体，在特定的时间互相对峙。,9.0,搏击俱乐部
https://movie.douban.com/subject/1293839/,爱情哪怕只有一天。,9.0,罗马假日
https://movie.douban.com/subject/1308807/,带着心爱的人在天空飞翔。,9.0,哈尔的移动城堡
https://movie.douban.com/subject/1298624/,史上最美的探戈。,9.0,闻香识女人
https://movie.douban.com/subject/21937445/,电影的现实意义大过电影本身。,9.2,辩护人
https://movie.douban.com/subject/1900841/,别样人生。,9.1,窃听风暴
https://movie.douban.com/subject/1293350/,4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。,9.1,两杆大烟枪
https://movie.douban.com/subject/1293172/,“不要跟我比惨，我比你更惨”再适合这部电影不过了。,9.1,末代皇帝
https://movie.douban.com/subject/1292224/,自由万岁。,9.1,飞越疯人院
https://movie.douban.com/subject/1291548/,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。,9.0,死亡诗社
https://movie.douban.com/subject/1291572/,承前启后的史诗篇章。,9.0,指环王2：双塔奇兵
https://movie.douban.com/subject/21937452/,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。,9.2,素媛
https://movie.douban.com/subject/1309046/,一张面具背后的理想与革命。,8.8,V字仇杀队
https://movie.douban.com/subject/1299131/,优雅的孤独。,9.2,教父2
https://movie.douban.com/subject/20495023/,死亡不是真的逝去，遗忘才是永恒的消亡。,9.0,寻梦环游记
https://movie.douban.com/subject/1291571/,传说的开始。,9.0,指环王1：魔戒再现
https://movie.douban.com/subject/3442220/,海豚的微笑，是世界上最高明的伪装。,9.3,海豚湾
https://movie.douban.com/subject/1291818/,人生不能像做菜，把所有的料都准备好了才下锅。,9.1,饮食男女
https://movie.douban.com/subject/1306029/,爱是一切逻辑和原由。,8.9,美丽心灵
https://movie.douban.com/subject/1301753/,动物版《哈姆雷特》。,9.0,狮子王
https://movie.douban.com/subject/1292220/,暗恋的极致。,8.9,情书
https://movie.douban.com/subject/1296736/,音乐能化解仇恨。,9.1,钢琴家
https://movie.douban.com/subject/1485260/,在时间之河里感受溺水之苦。,8.8,本杰明·巴顿奇事
https://movie.douban.com/subject/1292262/,往事如烟，无处祭奠。,9.1,美国往事
https://movie.douban.com/subject/26580232/,你以为你以为的就是你以为的。,8.8,看不见的客人
https://movie.douban.com/subject/1291843/,视觉革命。,8.9,黑客帝国
https://movie.douban.com/subject/1303021/,奔跑的孩子是天使。,9.2,小鞋子
https://movie.douban.com/subject/1292402/,美丽无罪。,8.8,西西里的美丽传说
https://movie.douban.com/subject/1418019/,经典之作，历久弥新。,9.3,大闹天宫
https://movie.douban.com/subject/3742360/,你给我翻译翻译，神马叫做TMD的惊喜。,8.7,让子弹飞
https://movie.douban.com/subject/1292849/,美利坚精神输出大片No1.,8.9,拯救大兵瑞恩
https://movie.douban.com/subject/1295038/,童话世界的开端。,8.9,哈利·波特与魔法石
https://movie.douban.com/subject/1780330/,孪生蝙蝠侠大战克隆金刚狼。,8.8,致命魔术
https://movie.douban.com/subject/1292223/,警察抓小偷，老鼠玩死猫。,8.8,七宗罪
https://movie.douban.com/subject/1787291/,以戏谑来戏谑戏谑。,8.9,被嫌弃的松子的一生
https://movie.douban.com/subject/1294408/,用音乐化解仇恨，让歌声串起美好。,9.0,音乐之声
https://movie.douban.com/subject/1291832/,故事的高级讲法。,8.8,低俗小说
https://movie.douban.com/subject/1292215/,法式小清新。 ,8.7,天使爱美丽
https://movie.douban.com/subject/1293544/,安东尼·霍普金斯的顶级表演。,8.8,沉默的羔羊
https://movie.douban.com/subject/1294639/,史诗大片的典范。,8.9,勇敢的心
https://movie.douban.com/subject/1305487/,骗子大师和执著警探的你追我跑故事。 ,8.9,猫鼠游戏
https://movie.douban.com/subject/1292343/,人的命运被自己瞬间的抉择改变。,8.7,蝴蝶效应
https://movie.douban.com/subject/1292370/,浪漫忧郁的成人童话。,8.7,剪刀手爱德华
https://movie.douban.com/subject/1292679/,爱情纠缠，男女一致。,8.9,春光乍泄
https://movie.douban.com/subject/1292656/,人生中应该拥有这样的一段豁然开朗。,8.8,心灵捕手
https://movie.douban.com/subject/2334904/,昔日翩翩少年，今日大腹便便。,8.7,禁闭岛
https://movie.douban.com/subject/11525673/,小清新的故事里注入了大历史的情怀。,8.8,布达佩斯大饭店
https://movie.douban.com/subject/3008247/,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,9.0,穿条纹睡衣的男孩
https://movie.douban.com/subject/2149806/,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,8.8,入殓师
https://movie.douban.com/subject/1652587/,绝对意义上的美轮美奂。,8.7,阿凡达
https://movie.douban.com/subject/1297359/,人与自然的战争史诗。,8.8,幽灵公主
https://movie.douban.com/subject/1291875/,一场华丽的意淫。,8.8,阳光灿烂的日子
https://movie.douban.com/subject/1297192/,最不可能的那个人永远是最可能的。,8.7,致命ID
https://movie.douban.com/subject/1297630/,深入内心的恐怖，出人意料的结局。,8.8,第六感
https://movie.douban.com/subject/1298070/,约翰尼·德普的独角戏。,8.7,加勒比海盗
https://movie.douban.com/subject/6985810/,人言可畏。,9.1,狩猎
https://movie.douban.com/subject/3072124/,你是我最好的朋友，你是我唯一的朋友 。,8.9,玛丽和马克思
https://movie.douban.com/subject/1418834/,每个人心中都有一座断背山。,8.7,断背山
https://movie.douban.com/subject/1291999/,寂寞没有期限。,8.7,重庆森林
https://movie.douban.com/subject/1294371/,大时代中的人生，小人物的悲喜。,9.2,摩登时代
https://movie.douban.com/subject/1302425/,我是一个演员。,8.7,喜剧之王
https://movie.douban.com/subject/4268598/,没有一人完全善，也没有一人完全恶。,8.7,告白
https://movie.douban.com/subject/1291545/,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,8.8,大鱼
https://movie.douban.com/subject/21318488/,年度最佳date movie。,8.7,消失的爱人
https://movie.douban.com/subject/1292434/,我们都曾经是一一。,9.0,一一
https://movie.douban.com/subject/1316510/,百看不厌。 ,8.7,射雕英雄传之东成西就
https://movie.douban.com/subject/4917726/,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,8.8,阳光姐妹淘
https://movie.douban.com/subject/1305164/,相逢只要一瞬间，等待却像是一辈子。,8.8,甜蜜蜜
https://movie.douban.com/subject/1296339/,缘分是个连绵词，最美不过一瞬。,8.8,爱在黎明破晓前
https://movie.douban.com/subject/25814705/,那些静得只能听见呼吸的日子里，你明白孤独即生活。,9.0,小森林 夏秋篇
https://movie.douban.com/subject/2353023/,和谐的生活离不开摸头与被摸头。,8.7,驯龙高手
https://movie.douban.com/subject/1297052/,少女情怀总是诗。,8.8,侧耳倾听
https://movie.douban.com/subject/1865703/,梦的勾结。,8.9,红辣椒
https://movie.douban.com/subject/26799731/,沉醉在电影的情感和视听氛围中无法自拔。,8.8,请以你的名字呼唤我
https://movie.douban.com/subject/1297447/,两张绝世的脸。 ,8.7,倩女幽魂
https://movie.douban.com/subject/21360417/,恐怖分子的“秋菊打官司”。,8.7,恐怖直播
https://movie.douban.com/subject/1291585/,动画片的圣经。,8.8,风之谷
https://movie.douban.com/subject/1292208/,被上帝抛弃了的上帝之城。,8.9,上帝之城
https://movie.douban.com/subject/5322596/,穷尽一生，我们要学会的，不过是彼此拥抱。,8.8,超脱
https://movie.douban.com/subject/1291990/,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,8.8,爱在日落黄昏时
https://movie.douban.com/subject/1293359/,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,8.8,菊次郎的夏天
https://movie.douban.com/subject/1292274/,有时候幸福需要等一等。 ,8.7,幸福终点站
https://movie.douban.com/subject/3011235/,10年的完美句点。,8.7,哈利·波特与死亡圣器(下)
https://movie.douban.com/subject/25814707/,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,9.0,小森林 冬春篇
https://movie.douban.com/subject/1300299/,关于连环杀人悬案的集体回忆。,8.7,杀人回忆
https://movie.douban.com/subject/10777687/,《我是山姆》的《美丽人生》。,8.8,7号房的礼物
https://movie.douban.com/subject/3287562/,Mr. I Don't Care其实也有Care的时候。,8.5,神偷奶爸
https://movie.douban.com/subject/4202302/,曾经的那段美好会沉淀为一辈子的记忆。,8.7,借东西的小人阿莉埃蒂
https://movie.douban.com/subject/5989818/,触不到的恋人。,8.8,萤火之森
https://movie.douban.com/subject/1306249/,华太师是黄霑，吴镇宇四大才子之一。,8.5,唐伯虎点秋香
https://movie.douban.com/subject/11026735/,Balalala~~~,8.6,超能陆战队
https://movie.douban.com/subject/3395373/,诺兰就是保证。,8.7,蝙蝠侠：黑暗骑士崛起
https://movie.douban.com/subject/1291579/,不要给它起名字，起了名字就有感情了。,8.6,怪兽电力公司
https://movie.douban.com/subject/3792799/,岁月流逝，来日可追。,8.7,岁月神偷
https://movie.douban.com/subject/1417598/,真相就在眼前。,8.7,电锯惊魂
https://movie.douban.com/subject/1295399/,时代悲歌。,9.2,七武士
https://movie.douban.com/subject/1578507/,像吃了苏打饼一样干脆的电影。,8.7,谍影重重3
https://movie.douban.com/subject/1292401/,爱，是个动词。,8.6,真爱至上
https://movie.douban.com/subject/1907966/,老少皆宜，这就是好莱坞动画的魅力。,8.7,疯狂原始人
https://movie.douban.com/subject/1292337/,我的平常生活就是他人的幸福。,9.1,无人知晓
https://movie.douban.com/subject/1303037/,中国家庭的喜怒哀乐忍。,8.9,喜宴
https://movie.douban.com/subject/1293318/,幸福是生生不息，却难以触及的远。 ,8.7,萤火虫之墓
https://movie.douban.com/subject/1292328/,电影诗。,8.6,东邪西毒
https://movie.douban.com/subject/1297574/,英雄泪短，兄弟情长。 ,8.6,英雄本色
https://movie.douban.com/subject/2209573/,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,8.5,贫民窟的百万富翁
https://movie.douban.com/subject/1978709/,黑暗之美。,8.5,黑天鹅
https://movie.douban.com/subject/1304447/,一个针管引发的血案。,8.6,记忆碎片
https://movie.douban.com/subject/26325320/,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。,8.7,血战钢锯岭
https://movie.douban.com/subject/25917973/,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。,8.7,心迷宫
https://movie.douban.com/subject/1418200/,爱是摈弃傲慢与偏见之后的曙光。,8.5,傲慢与偏见
https://movie.douban.com/subject/10577869/,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,8.7,时空恋旅人
https://movie.douban.com/subject/24750126/,始于荒诞，止于更荒诞。,8.8,荒蛮故事
https://movie.douban.com/subject/1291870/,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,8.7,雨人
https://movie.douban.com/subject/1295409/,香港浪漫主义警匪动作片的巅峰之作。,8.7,纵横四海
https://movie.douban.com/subject/1294240/,任何信念的力量，都无法改变命运。,8.8,教父3
https://movie.douban.com/subject/1793929/,Jared Leto的腿比女人还美！,8.7,达拉斯买家俱乐部
https://movie.douban.com/subject/1858711/,跨度十五年的欢乐与泪水。,8.8,玩具总动员3
https://movie.douban.com/subject/1291822/,当这个世界闭上双眼，他却敞开了怀抱。,8.9,卢旺达饭店
https://movie.douban.com/subject/1300992/,坏人的好总是比好人的好来得更感人。,9.1,完美的世界
https://movie.douban.com/subject/1291557/,偷情本没有这样美。,8.6,花样年华
https://movie.douban.com/subject/25980443/,我们都有权利不与自己的过去和解。,8.6,海边的曼彻斯特
https://movie.douban.com/subject/3443389/,大海啊，不全是水。,9.0,海洋
https://movie.douban.com/subject/1309163/,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,8.5,恋恋笔记本
https://movie.douban.com/subject/1296909/,永远看不腻的喜剧。,8.9,虎口脱险
https://movie.douban.com/subject/4848115/,感情不分食草或者食肉。,8.8,你看起来好像很好吃
https://movie.douban.com/subject/26430107/,有一些东西不应该被遗忘。,8.7,二十二
https://movie.douban.com/subject/6307447/,热血沸腾，那个低俗、性感的无耻混蛋又来了。,8.6,被解救的姜戈
https://movie.douban.com/subject/10533913/,愿我们都不用长大，每一座城堡都能永远存在。,8.7,头脑特工队
https://movie.douban.com/subject/6534248/,迪士尼和皮克斯拿错剧本的产物。,8.7,无敌破坏王
https://movie.douban.com/subject/1291578/,松鼠才是角儿。,8.5,冰川时代
https://movie.douban.com/subject/1295865/,传奇，不是每个人都可以拥有。,8.8,燃情岁月
https://movie.douban.com/subject/26683290/,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,8.4,你的名字。
https://movie.douban.com/subject/1293460/,骨灰级歌舞片。,9.0,雨中曲
https://movie.douban.com/subject/1306861/,爱并不需要智商 。,8.9,我是山姆
https://movie.douban.com/subject/26611804/,,8.7,三块广告牌
https://movie.douban.com/subject/25773932/,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,8.6,爆裂鼓手
https://movie.douban.com/subject/1302827/,对爱的执着，可以超越一切。,8.6,人工智能
https://movie.douban.com/subject/1395091/,好的剧本是，就算你猜到了结局也猜不到全部。,8.9,未麻的部屋
https://movie.douban.com/subject/1937946/,爱上未来的你。 ,8.6,穿越时空的少女
https://movie.douban.com/subject/1293964/,中国式内在的美国电影。,8.8,魂断蓝桥
https://movie.douban.com/subject/1292528/,不可猜的青春迷笛。 ,8.5,猜火车
https://movie.douban.com/subject/10463953/,他给机器起名“克里斯托弗”，因为这是他初恋的名字。,8.6,模仿游戏
https://movie.douban.com/subject/26628357/,惠及一生的美丽。,8.8,一个叫欧维的男人决定去死
https://movie.douban.com/subject/25724855/,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,8.8,房间
https://movie.douban.com/subject/1959195/,养狗三日，便会对你终其一生。,9.1,忠犬八公物语
https://movie.douban.com/subject/26614893/,来啊，互相伤害啊！,8.6,完美陌生人
https://movie.douban.com/subject/1291879/,人生的N种可能性。,8.7,罗生门
https://movie.douban.com/subject/3011051/,不要企图在重复中寻找已经失去的爱。,8.4,恐怖游轮
https://movie.douban.com/subject/1307811/,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,8.6,魔女宅急便
https://movie.douban.com/subject/1305690/,王家卫是一种风格，张国荣是一个代表。,8.5,阿飞正传
https://movie.douban.com/subject/1760622/,一个单凭体香达到高潮的男人。,8.5,香水
https://movie.douban.com/subject/1307315/,想你时你在闹海。,8.9,哪吒闹海
https://movie.douban.com/subject/2297265/,世界离独裁只有五天。,8.7,浪潮
https://movie.douban.com/subject/2213597/,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,8.5,朗读者
https://movie.douban.com/subject/1302467/,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。,8.6,黑客帝国3：矩阵革命
https://movie.douban.com/subject/25895901/,是枝裕和的家庭习作。,8.7,海街日记
https://movie.douban.com/subject/1308857/,坚硬的信仰。,8.7,可可西里
https://movie.douban.com/subject/1308767/,谁说王家卫镜头很晃？,8.6,谍影重重2
https://movie.douban.com/subject/1304102/,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,8.5,谍影重重
https://movie.douban.com/subject/1419936/,做一颗让别人需要你的棋子。,8.6,战争之王
https://movie.douban.com/subject/1292329/,弱者送给弱者的一刀。,8.8,牯岭街少年杀人事件
https://movie.douban.com/subject/2363506/,天使保护事件始末。,8.9,地球上的星星
https://movie.douban.com/subject/1303394/,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,8.5,青蛇
https://movie.douban.com/subject/5964718/,只有有信仰的人才能说出事实真相。,8.7,一次别离
https://movie.douban.com/subject/1293181/,故事的反转与反转，分裂电影的始祖。,8.9,惊魂记
https://movie.douban.com/subject/1862151/,中国版《两杆大烟枪》。,8.4,疯狂的石头
https://movie.douban.com/subject/1397546/,诺兰的牛逼来源于内心散发出的恐惧。,8.9,追随
https://movie.douban.com/subject/1291844/,少见的超越首部的续集，动作片中的经典。,8.6,终结者2：审判日
https://movie.douban.com/subject/3075287/,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,8.4,源代码
https://movie.douban.com/subject/26393561/,宝莱坞的萝莉与大叔。,8.5,小萝莉的猴神大叔
https://movie.douban.com/subject/2222996/,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,8.8,步履不停
https://movie.douban.com/subject/4739952/,黑小鸭速效美白记。,8.3,初恋这件小事
https://movie.douban.com/subject/6874403/,爱我就给我看你的播放列表。,8.5,再次出发之纽约遇见你
https://movie.douban.com/subject/1292287/,嬉笑怒骂，调风动月。,8.5,新龙门客栈
https://movie.douban.com/subject/1388216/,天使与魔鬼的冲撞。,8.6,撞车
https://movie.douban.com/subject/1428581/,传奇的年代，醉人的童话。,9.1,天书奇谭
https://movie.douban.com/subject/1292270/,一场没有春天的噩梦。,8.7,梦之安魂曲
https://movie.douban.com/subject/10808442/,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,8.8,爱在午夜降临前
https://movie.douban.com/subject/25958717/,,9.1,海蒂和爷爷
https://movie.douban.com/subject/1438652/,昆汀同学越来越变态了，比北野武还杜琪峰。,8.5,无耻混蛋
https://movie.douban.com/subject/1291568/,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,9.2,东京物语
https://movie.douban.com/subject/1293908/,永远的小人物，伟大的卓别林。,9.3,城市之光
https://movie.douban.com/subject/1300374/,天使暂时离开。,8.7,绿里奇迹
https://movie.douban.com/subject/25807345/,小成本大魅力。,8.5,彗星来的那一夜
https://movie.douban.com/subject/1428175/,每个美丽事物背后都是滴血的现实。,8.6,血钻
https://movie.douban.com/subject/2300586/,科幻真正的魅力不是视觉效果能取代的。 ,8.5,这个男人来自地球
https://movie.douban.com/subject/1294638/,生病的E.T.皮肤的颜色就像柿子饼。,8.5,E.T. 外星人
https://movie.douban.com/subject/1291992/,没有了退路，只好飞向自由。,8.7,末路狂花
https://movie.douban.com/subject/1292226/,现代科幻电影的开山之作，最伟大导演的最伟大影片。,8.7,2001太空漫游
https://movie.douban.com/subject/25954475/,新闻人的理性求真。,8.8,聚焦
https://movie.douban.com/subject/1292728/,类型片的极致。 ,8.6,勇闯夺命岛
https://movie.douban.com/subject/1292659/,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,8.4,变脸
https://movie.douban.com/subject/1292233/,我完全康复了。,8.5,发条橙
https://movie.douban.com/subject/2043546/,青春就是放弃和怀念。,8.3,秒速5厘米
https://movie.douban.com/subject/1401118/,最棒的西部片。,9.1,黄金三镖客
https://movie.douban.com/subject/1291824/,还原真实而残酷的战争。,8.6,黑鹰坠落
https://movie.douban.com/subject/1291543/,,8.3,功夫
https://movie.douban.com/subject/1292214/,我不信仰上帝，但我敬畏上帝。,8.6,非常嫌疑犯
https://movie.douban.com/subject/1296753/,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,8.6,卡萨布兰卡
https://movie.douban.com/subject/5908478/,你要相信，这世上真的有爱存在，不管在什么年纪 ,9.0,我爱你
https://movie.douban.com/subject/4023638/,皇上无话儿。,8.3,国王的演讲
https://movie.douban.com/subject/1300117/,一部能引人思考的科幻励志片。,8.7,千钧一发
https://movie.douban.com/subject/1292062/,每个人的内心都是深不可测的大海。 ,8.5,美国丽人
https://movie.douban.com/subject/3592854/,,8.6,疯狂的麦克斯4：狂暴之路
https://movie.douban.com/subject/1867345/,用剩余不多的时间，去燃烧整个生命。,8.6,遗愿清单
https://movie.douban.com/subject/26787574/,,8.6,奇迹男孩
https://movie.douban.com/subject/1300960/,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。,8.7,碧海蓝天
https://movie.douban.com/subject/1298653/,一个人的独角戏。,8.5,荒岛余生
https://movie.douban.com/subject/25921812/,过去的如果就让它过去了，未来只会越来越糟！,8.3,驴得水
https://movie.douban.com/subject/1300741/,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,8.7,枪火
https://movie.douban.com/subject/1291853/,"In memory, love lives forever...",8.5,英国病人
https://movie.douban.com/subject/1905462/,出门必备：本草纲目。,8.6,荒野生存
